TIME,PROFIT,SYMBOL,EXCHANGE,MARKET_CAP,Basic earnings per share,Other expenses,Financial expenses,VolumeARG,Financial income,General and administration expenses,Short-term prepaid expenses,Selling expenses,Total Other Current Assets,Profit after tax,Short Term Financial Investments,Short term prepayments to suppliers,Current income tax,Short-term advances from customers,Net operating profit,Cash and cash equivalents,Short-term trade payables,Taxes and other obligations to the State Budget,Gross profit,Other short-term payables,In which: Loan interest expenses,Sales deductions,Short-term accrued expenses,LIABILITIES,Tangible fixed assets Accumulated depreciation
82,1.0152505446623097,GTN,HOSE,5714550000000.0,94.0,2165546857.0,2292614648.0,2930911.0,41553557496.0,22438980254.0,4365517863.0,154230027810.0,7324267657.0,48461214322.0,2010508788500.0,5064211616.0,7412691835.0,5257426320.0,53636936216.0,133885772657.0,60000662677.0,62909106326.0,194588209382.0,62880145650.0,0.0,544488072.0,56813167565.0,477341773017.0,-862157125784.0
82,1.0147783251231528,CKG,HOSE,507500000000.0,1200.0,491930193.0,13691240515.0,345396.0,2050025962.0,36572921974.0,1756495515.0,6257086478.0,2605522164.0,62604328009.0,1729632432.0,223335053172.0,14705189187.0,10510126034.0,75037331149.0,76151069749.0,152793413310.0,27762038695.0,127838193238.0,231320065676.0,13775465997.0,328469014.0,384455901274.0,3839254036667.0,-65537452402.0
82,1.0076923076923077,DLG,HOSE,389102636000.0,-702.0,6652630557.0,109626123590.0,5415549.0,45326142323.0,209672901550.0,3116555089.0,4782367304.0,17980867516.0,-213313682245.0,246312853108.0,141641333208.0,2004592974.0,160435071622.0,-201798848252.0,130633623418.0,386028878463.0,115006550632.0,77218982154.0,449693412916.0,107601593223.0,1193377954.0,256704933392.0,5178610075066.0,-1568850876937.0
82,1.0052910052910051,POW,HOSE,22130686620000.0,314.0,1493943147.0,243398912467.0,3807269.0,274451781682.0,425642579333.0,50642225955.0,8097660461.0,100154269824.0,842336069329.0,523920790416.0,151633823350.0,80513908855.0,35614372904.0,915399058406.0,6363157808582.0,5055850253938.0,294082473140.0,1336580909257.0,1329295634505.0,212868070274.0,0.0,1300781519677.0,26209283396912.0,-33648495693793.0
82,1.0028776978417266,GAS,HOSE,133019525000000.0,752.0,11459136916.0,34283686996.0,680544.0,402111961661.0,166879204462.0,66365836973.0,442906355006.0,563544174651.0,1712760299796.0,21001200000000.0,834859093009.0,449172022113.0,1496196696.0,2159495316762.0,12639651851548.0,2016215880364.0,597952920558.0,2402261326355.0,681896876694.0,26386611740.0,0.0,5876658177527.0,13799369144014.0,-34268770246400.0
82,1.0,CII,HOSE,4143844192700.001,38.0,-27848071325.0,317591734114.0,1300706.0,250807165449.0,129259991798.0,39874701753.0,9483530755.0,269458372433.0,116356989701.0,777451951215.0,899631261963.0,555276037.0,1972752022043.0,52996846244.0,736609746939.0,428662324078.0,233411034838.0,258893913197.0,3527097117366.0,220311511896.0,5124940154.0,202825940042.0,22064225701183.0,-725550704765.0
82,1.0,NOT_INVEST,HOSE,7440359219762.297,611.3828100641547,7609683073.9189415,43236815012.22297,583985.1845689932,50957677855.39111,49416477724.7149,36128499795.94546,76430869406.66861,166699700519.29364,130248467617.60252,384340010627.10406,251516676469.98355,33759830190.72714,401599451094.6937,159731312663.15686,603724070914.6572,457502427171.2952,93577150236.02803,275032198302.4939,329399702178.5494,30332894630.07316,12300022243.410643,244097932983.23752,4045537305340.395,-998734435934.188
82,0.9943342776203964,TV2,HOSE,1695114330800.0,0.0,2010852789.0,1411774038.0,127519.0,16734642595.0,28966997948.0,5547554767.0,9281117463.0,20308494162.0,39734417945.0,502400000000.0,93487170696.0,8645529468.0,109513743336.0,51666875419.0,212320225053.0,379849837672.0,23028270016.0,74592122273.0,8118487553.0,870985681.0,0.0,117023224636.0,1219025668688.0,-97793336565.0
82,0.9931506849315068,VNG,HOSE,1420238476800.0,-67.0,286648888.0,16358344579.0,170433.0,53090659729.0,30935734928.0,3566314507.0,2851698661.0,18987715121.0,-4649760373.0,293515.0,120193782829.0,-643586545.0,25764185538.0,-5576165460.0,13121416941.0,42148832569.0,21393565563.0,-7191997668.0,23507458875.0,16356739826.0,5866688.0,7972061025.0,1004789983449.0,-423098964462.0
82,0.9877300613496932,TNA,HOSE,558260427800.0001,122.0,845456315.0,23296638398.0,231670.0,3342805872.0,8573417317.0,1727258416.0,9793453298.0,13709095665.0,3536374774.0,0.0,67592228819.0,2244465772.0,44321703160.0,6050764008.0,68929452363.0,155031387344.0,2708086528.0,44371467149.0,3034940397.0,23202862803.0,369554337.0,1603568072.0,1465475533325.0,-29732283960.0
82,0.985207100591716,VPI,HOSE,6760000000000.0,164.0,311901217.0,96750109719.0,669658.0,20589345706.0,45671484661.0,6314714977.0,9764762936.0,16625492373.0,26195679659.0,6000000000.0,154378765511.0,10687249524.0,1104835489912.0,36227661008.0,624027594040.0,217169285843.0,49772125600.0,160679217709.0,165301669166.0,94671064702.0,890996298.0,323565919637.0,6558888770188.0,-21884789979.0
82,0.9816513761467888,PHC,HOSE,280656034000.0,201.0,1056869887.0,29793243647.0,128085.0,3629921707.0,9069960859.0,9575924476.0,18500173736.0,18516746142.0,5262367589.0,89966082877.0,151572350429.0,174348629.0,143983185983.0,411332454.0,44234794512.0,493012739969.0,4701124819.0,53969596998.0,161911532579.0,10570708513.0,0.0,59956018182.0,2003583493047.0,-32012703034.0
82,0.9797441364605544,DBD,HOSE,2456571113500.0,0.0,11854838.0,3914504996.0,38200.0,2015258557.0,15104984764.0,3704593830.0,31078095071.0,18089368661.0,37685799286.0,36541393300.0,42946130524.0,9828873202.0,10527430940.0,47387694227.0,47690094453.0,143260524641.0,20117760217.0,98042139449.0,3256863544.0,2051321984.0,21138165583.0,22915793159.0,475689807359.0,-336159634815.0
82,0.9722772277227724,TTB,HOSE,236476117700.0,0.0,151247198.0,3906254306.0,1041115.0,2725923962.0,2962689058.0,872836045.0,233547310.0,872836045.0,2315993927.0,119103881964.0,276275013491.0,616810281.0,215962791617.0,3084051406.0,34308499012.0,29093520376.0,5225456413.0,7460618118.0,768184554.0,3906254306.0,0.0,17067794273.0,736974540653.0,-8908987433.0
82,0.9703557312252964,BWE,HOSE,3795000000000.0,627.0,9054232633.0,71134306952.0,259920.0,15276781605.0,25337644545.0,9028214830.0,86292310972.0,41023485992.0,117562050182.0,101300000000.0,302162463835.0,11770973115.0,21806152409.0,127226867746.0,140436247615.0,284836992996.0,47865809197.0,297702528893.0,80592993836.0,38705128910.0,0.0,26180765840.0,4413256293380.0,-3010366376464.0
82,0.9677419354838708,VRE,HOSE,59875590103500.0,0.0,3655000000.0,99664000000.0,3134077.0,57553000000.0,91634000000.0,170327000000.0,44581000000.0,1440616000000.0,343168000000.0,64716000000.0,436251000000.0,102650000000.0,1493143000000.0,467467000000.0,4105252000000.0,1634440000000.0,496805000000.0,645793000000.0,1196515000000.0,98889000000.0,0.0,852434000000.0,10972010000000.0,-148580000000.0
82,0.9659574468085106,PPC,HOSE,7534406769000.0,0.0,367494953.0,-7772708312.0,118035.0,159465395089.0,19980877280.0,9053070705.0,0.0,14766027389.0,279822148055.0,700000000000.0,20312878442.0,33737978675.0,262287753.0,313551462218.0,14970322697.0,293048146148.0,76772030133.0,166294236097.0,4807166561.0,950263442.0,0.0,325887449086.0,744711201252.0,-13175071229527.0
82,0.9599383667180276,NVL,HOSE,62923197725300.0,1838.0,303677269184.0,364880767717.0,1460552.0,1807101946465.0,350272134242.0,96542596264.0,15906456329.0,1275087875674.0,874550057399.0,437829773071.0,1056623326519.0,27559264969.0,1119296723699.0,1292624311185.0,5879568292345.0,1506331286562.0,123121508706.0,217126696882.0,3963594497784.0,168683445214.0,82825095932.0,2616930037218.0,74212578643838.0,-136493200815.0
82,0.9578947368421052,PSH,HOSE,2397738820000.0,0.0,11165438713.0,39762321200.0,333889.0,12746918974.0,20128948764.0,8378017717.0,23340954359.0,33760089514.0,-22874612707.0,0.0,134468908591.0,1613395235.0,151290405483.0,-10212731805.0,197890261555.0,1224491844266.0,1005875408951.0,63734908162.0,65894492033.0,42019308191.0,73600029159.0,75859625326.0,7595865516534.0,-377477666469.0
82,0.9540229885057472,CTF,HOSE,990494304000.0,12.0,943461851.0,12568480318.0,200392.0,49254615204.0,30232163861.0,6692972059.0,43095943392.0,18709019198.0,83056428.0,0.0,9190991099.0,6452588228.0,51139663775.0,6442779127.0,36566623224.0,128363123322.0,7410683095.0,45626181047.0,33528487080.0,12568480318.0,10593998109.0,1757456478.0,946034886208.0,-31975380180.0
82,0.9535175879396988,VHM,HOSE,261845307872800.0,1143.0,929253000000.0,701164000000.0,1878910.0,1007198000000.0,260739000000.0,3587653000000.0,581071000000.0,19625732000000.0,3800763000000.0,286749000000.0,8430958000000.0,1212516000000.0,38142843000000.0,5918820000000.0,12076753000000.0,9373953000000.0,4108007000000.0,6454596000000.0,43390731000000.0,701164000000.0,0.0,9593809000000.0,149424305000000.0,-151507000000.0
82,0.9454094292803972,GEX,HOSE,9469876357500.0,621.0,3604534521.0,308458088140.0,2493326.0,320561729450.0,159318154664.0,45535616553.0,117622103817.0,137211800506.0,326939064319.0,829587290062.0,745546681107.0,61524045144.0,128421728011.0,373949507797.0,554672970177.0,1501103405308.0,128672025118.0,640208536707.0,1117402841177.0,192919321943.0,45629348664.0,118610086953.0,13641933934020.0,-3161482422852.0
82,0.941819105691057,SHI,HOSE,853810118640.0,67.0,459815086.0,47635190171.0,616385.0,7923259009.0,27168479663.0,13524713885.0,63415787395.0,64237326430.0,19624655697.0,154482914856.0,55448996118.0,8241830568.0,15569146895.0,24901126198.0,82142208922.0,213132884788.0,23877616223.0,155197324418.0,396600844313.0,41493079782.0,39345970049.0,15979122758.0,2895225315511.0,-443142518018.0
82,0.9411764705882352,YEG,HOSE,1404467892800.0,22.0,989249029.0,1509695924.0,22815.0,4938235211.0,54334777659.0,92268055813.0,19803910170.0,141551539090.0,651434593.0,129500000000.0,24241789297.0,3494684375.0,1291801867.0,-65935617304.0,64120831275.0,51975854952.0,35774563028.0,4774531238.0,17099103170.0,1509695924.0,1588017014.0,73225773063.0,198309874378.0,-15210850818.0
82,0.9385382059800664,QCG,HOSE,1656277428820.0,-13.0,2298356254.0,11016964488.0,286205.0,18426426177.0,4760317492.0,70124703931.0,71103922390.0,127298730898.0,18077767142.0,6000000000.0,265628253431.0,255348488.0,916328618470.0,18932524785.0,72439539715.0,169676627982.0,15848078294.0,86915814415.0,4679429587427.0,4704914702.0,0.0,105995671775.0,6404708667523.0,-189470644218.0
82,0.9382716049382716,ICT,HOSE,651746250000.0,854.0,225730550.0,10117095981.0,64261.0,8819798846.0,7788478780.0,2761268637.0,4808372883.0,9447739525.0,27498833688.0,20000000000.0,12494458343.0,6565633921.0,27825509343.0,19389609943.0,165773348952.0,347834386419.0,8583011897.0,33283758741.0,41681154637.0,7926691252.0,0.0,38850083678.0,1055762890098.0,-141326320049.0
82,0.9276595744680852,IBC,HOSE,1917358772500.0,0.0,1885193658.0,14821336606.0,153078.0,22794603890.0,42842835769.0,76969697720.0,127225266143.0,77477361568.0,2074810819.0,0.0,107680118348.0,0.0,409456067019.0,2443251966.0,221481999658.0,145544472802.0,86922073099.0,164538086594.0,58728544198.0,43907377667.0,0.0,148999315487.0,2065403720025.0,-157940337819.0
82,0.9254032258064516,TDM,HOSE,2373360000000.0,495.0,76543700.0,7262069261.0,175133.0,6431701425.0,1934854002.0,1218503037.0,0.0,27260136684.0,47356326897.0,128525741510.0,5762495987.0,3419782241.0,0.0,50704204592.0,90214855289.0,14479230914.0,3623702750.0,53469426430.0,0.0,7259823066.0,0.0,7229212670.0,654440275702.0,-262685961407.0
82,0.9096774193548388,FIT,HOSE,2368991297100.0005,120.0,578049165.0,-4030798500.0,882038.0,38186682768.0,26071333429.0,6429805766.0,32865129184.0,27717737915.0,38648523705.0,1735260745653.0,87055158863.0,8233488401.0,4645560994.0,47155280840.0,21393175125.0,89207440048.0,12264455620.0,62430338799.0,164523344497.0,11689294069.0,3362937955.0,16438675294.0,1141678957605.0,-487103217416.0
82,0.9052631578947368,DBC,HOSE,4976285772500.0,4187.0,582414040.0,91455409870.0,3535815.0,10155012128.0,74440740280.0,36443557997.0,87390876218.0,105223641907.0,401360938109.0,503058374740.0,163798312510.0,27080853133.0,529076923876.0,426684088826.0,183354659764.0,696182898172.0,57853146015.0,669816103066.0,63146377975.0,91827442016.0,72195795212.0,83585412817.0,6375103719731.0,-1471197559782.0
82,0.9016393442622952,HNG,HOSE,13524357519000.0,8.0,20890201000.0,129119728000.0,979517.0,173123314000.0,49322296000.0,28984151000.0,119122724000.0,79816647000.0,7217192000.0,0.0,1476378579000.0,232777000.0,420977046000.0,1480335000.0,50055072000.0,1154254127000.0,26133850000.0,127231553000.0,201157766000.0,118770536000.0,0.0,1051947603000.0,16167356670000.0,-2220905618000.0
82,0.9011194029850744,SZC,HOSE,2680000000000.0,715.0,0.0,2194718263.0,2131435.0,8433694579.0,6879583932.0,5439445533.0,3665314729.0,9286318187.0,71502472503.0,120000000000.0,150863266430.0,13572161164.0,307586212599.0,85074633667.0,236373133941.0,63621712811.0,26661229030.0,89380556012.0,114182173668.0,2153533967.0,0.0,4090263007.0,2133416982016.0,-70903002980.0
82,0.8988095238095238,TNI,HOSE,176400000000.0,0.0,1461865.0,8941368643.0,2017766.0,1611770049.0,2141437944.0,0.0,245870978.0,13195399333.0,1283201605.0,0.0,122999526937.0,318631739.0,890253564.0,1239641076.0,43420015291.0,69685328148.0,6081171713.0,10956548592.0,43602348.0,6439661551.0,0.0,43602348.0,506028015471.0,-5520774839.0
82,0.8762886597938145,DAH,HOSE,165870000000.0,0.0,957558127.0,594760273.0,2445662.0,27366.0,732997122.0,12740178.0,0.0,13342702.0,19042163.0,0.0,300000000.0,488425966.0,6105000.0,-3934993744.0,1716480592.0,16706184592.0,13287129858.0,-2607263715.0,2667445916.0,594760273.0,0.0,1720842253.0,244499790531.0,-81669490881.0
82,0.8705701078582435,MHC,HOSE,268730417560.0,0.0,50000.0,-47364661983.0,985820.0,4622349584.0,3016568077.0,168102895.0,0.0,665913612.0,48795850507.0,379227985008.0,466740000.0,237059884.0,52745792.0,49380197034.0,10635673665.0,9315338221.0,932817515.0,77361796.0,3213210881.0,7114750925.0,0.0,3365557678.0,417083628048.0,-14242764103.0
82,0.8439344262295084,GEG,HOSE,3731217689100.001,269.0,8070707258.0,86254650596.0,372654.0,4616994912.0,28086038029.0,7646902368.0,216817195.0,51774977771.0,65252988184.0,20000000000.0,221921122059.0,1047235385.0,8479401107.0,63949112870.0,28695053041.0,98030923342.0,11099811303.0,173889623778.0,16140993206.0,85421616479.0,0.0,43783928757.0,4094261261825.0,-1061508782390.0
82,0.8333333333333334,FIR,HOSE,611519911800.0,407.0,452642488.0,523522771.0,71977.0,439670.0,9468716725.0,486416882.0,6013641652.0,4451873396.0,7839944557.0,0.0,64947123550.0,3349669619.0,62446953.0,11211223381.0,4606514347.0,608834581.0,31653165585.0,27216664859.0,102513363922.0,523522771.0,0.0,0.0,171274388571.0,-4362159841.0
82,0.8145695364238411,ACL,HOSE,344275092500.0,179.0,310797895.0,13184232674.0,145685.0,1231599366.0,7002678897.0,701165768.0,11569112634.0,63878493403.0,4084141763.0,0.0,10645295583.0,767799925.0,11410665088.0,5372179365.0,19937443907.0,90897444592.0,936707023.0,35896604204.0,4661556051.0,11571830449.0,674556000.0,3819916710.0,813146083864.0,-351113093666.0
82,0.8097560975609757,TLD,HOSE,191877827000.0,0.0,143238007.0,2660241732.0,256724.0,490617606.0,1610582279.0,311914184.0,0.0,10283851806.0,3496071142.0,9120000000.0,41125347068.0,101140709.0,37423198653.0,3740349858.0,6756602341.0,65273422692.0,782338650.0,7422719900.0,230245561.0,0.0,0.0,0.0,212831854002.0,-35406753741.0
82,0.7988059701492538,PLP,HOSE,335000000000.0,0.0,937032445.0,10820234233.0,744521.0,1316485615.0,3744770024.0,3168566826.0,8186910473.0,18786217560.0,11305593202.0,7700000000.0,12113789961.0,0.0,241266066.0,12235217413.0,18937272576.0,97455955141.0,1197992018.0,33670646528.0,2878878316.0,0.0,0.0,2470084189.0,701032926254.0,-54768395058.0
82,0.7777777777777778,CTD,HOSE,5836381834500.0,1972.0,5127768934.0,30027097944.0,805327.0,61947585432.0,70664315573.0,3997912818.0,0.0,221090041772.0,158419825864.0,3455990000000.0,396228388936.0,47558019256.0,595297818375.0,190675255457.0,225702665430.0,3287657656051.0,81569326830.0,243590332290.0,270777573932.0,0.0,0.0,2062723268208.0,6534509867802.0,-474690590464.0
82,0.7333333333333333,HCD,HOSE,93150000000.0,140.0,0.0,2423803498.0,545384.0,60345.0,-337064412.0,0.0,21650325.0,2922845935.0,3772363775.0,0.0,6839267102.0,752562292.0,58583500.0,4524817767.0,11893209926.0,6798998959.0,5169336042.0,6633146833.0,258707026.0,2423803498.0,0.0,3937461422.0,86498803625.0,-14664319689.0
81,1.7282608695652173,DBC,HOSE,2891483943600.0005,3828.0,73349766.0,84633353908.0,3963127.0,4943677978.0,81745259877.0,47362946736.0,85845200790.0,200033634583.0,348716729870.0,492841354915.0,261469164595.0,25892247994.0,483137660409.0,372519961977.0,153079310736.0,819752429507.0,26439156325.0,619800098574.0,68952946851.0,82934540865.0,80522491053.0,87575071838.0,6544961289252.0,-1343584751010.0
81,1.6904761904761905,TTB,HOSE,137671244760.0,0.0,233327457.0,2612111947.0,624697.0,2993884632.0,2186487772.0,75612751.0,244933324.0,89190044.0,123986890.0,82435828454.0,278257381687.0,65575212.0,188999968918.0,274023661.0,48550974936.0,25017481997.0,467456546.0,2323672072.0,691821632.0,2612111947.0,0.0,12092586488.0,696307909001.0,-8241786359.0
81,1.594871794871795,KDC,HOSE,4010392249500.0,55.0,541502399.0,37136361562.0,322398.0,15030881152.0,91091184066.0,18250140714.0,226837070802.0,154964387009.0,47821004954.0,638189804401.0,49923629602.0,12901689242.0,37283877285.0,59424588783.0,352673161620.0,215003676762.0,27699479181.0,345395707316.0,61902597634.0,30993926981.0,25020123160.0,162047951210.0,3495925083313.0,-1387765984872.0
81,1.5408921933085504,DGW,HOSE,1156707478200.0,1074.0,298308323.0,12636189420.0,527890.0,14373516472.0,28177778054.0,3931725953.0,64100135621.0,80153510775.0,44783891942.0,0.0,20583869023.0,8976581875.0,45735988201.0,53878844545.0,91485431540.0,267718990767.0,10224678177.0,143263968037.0,14742054528.0,10484684730.0,46033588263.0,76650067475.0,939564452816.0,-28845016003.0
81,1.4965517241379311,FIT,HOSE,1477435432600.0,-8.0,480061204.0,32087018067.0,1057060.0,29844630610.0,26026004814.0,6729631384.0,35712565859.0,25684465913.0,1645923860.0,2031921732269.0,48991924059.0,2833644954.0,4826301183.0,1802436555.0,26248422730.0,82549905216.0,6351080572.0,65384908133.0,116441645619.0,11016338028.0,703366091.0,20048222402.0,1126767862224.0,-478632019873.0
81,1.4883720930232558,ITA,HOSE,2420869663500.0,27.0,4326632.0,9295555436.0,10480506.0,1802140967.0,12150804137.0,151824448.0,274323593.0,523214862.0,25409847479.0,2900000000.0,418498593249.0,8895106113.0,335276357284.0,31802774060.0,27766773097.0,394039041150.0,111290817957.0,51721316259.0,112468024093.0,9295555436.0,3479494562.0,861006488113.0,2667205840894.0,-99728717468.0
81,1.4648956356736245,LCG,HOSE,542290177740.0,119.0,508806000.0,21122409566.0,544405.0,1042212499.0,13300288092.0,6420706321.0,155636359.0,136841163700.0,12492477916.0,41000000000.0,253897436389.0,3128894204.0,275330392347.0,15256107941.0,105209334305.0,900582743960.0,81074648418.0,49214064199.0,111212031311.0,21122409566.0,0.0,631267813970.0,3290445984445.0,-176725945269.0
81,1.4497607655502391,TTF,HOSE,650371397829.9999,14.0,1738457748.0,28859436941.0,1208692.0,4851869753.0,26782992602.0,16451973060.0,26452613464.0,45992818240.0,1699977216.0,45135163390.0,116226866744.0,0.0,1189381093400.0,-55552303544.0,127754672821.0,245986043352.0,29600675778.0,23687866914.0,54233822097.0,28736562760.0,1034307130.0,355568455033.0,2772363938254.0,-547819186409.0
81,1.4290365448504985,TCM,HOSE,871642843400.0001,0.0,3571.0,13260950199.0,465182.0,8457098309.0,33313297234.0,8646460658.0,34629015092.0,30585452445.0,33935505790.0,225407435672.0,30923225527.0,8201821885.0,38082017077.0,41982801560.0,231979521237.0,216530386187.0,7323743962.0,113597747525.0,17087037145.0,9385229722.0,154374800.0,7996581125.0,1446624984537.0,-655252446675.0
81,1.383177570093458,HQC,HOSE,509961223180.0,0.0,1246908374.0,5731394430.0,5165714.0,901540628.0,10286531705.0,402594933.0,4045054982.0,16251843148.0,3519013435.0,0.0,1711929366310.0,843503359.0,777554305191.0,4759560030.0,37843783993.0,73614106383.0,152074009464.0,23921000519.0,684637629015.0,5621555074.0,4688786070.0,263977914388.0,2361740487135.0,-17471253361.0
81,1.3765060240963856,GTN,HOSE,4133400000000.001,53.0,2431327179.0,12381.0,1942122.0,30844851511.0,26571181919.0,7839514048.0,127820865168.0,12374239337.0,40016334067.0,1929337475500.0,4216915539.0,5969047624.0,39631548629.0,43070914367.0,120501108047.0,84911475506.0,21994560974.0,166686831428.0,61529611501.0,0.0,1546470695.0,29561721068.0,463355281540.0,-842119863927.0
81,1.3518886679920477,BCG,HOSE,543268972800.00006,0.0,578311211.0,52963296419.0,233024.0,52488445087.0,29461761529.0,18276757591.0,33245368578.0,61288946341.0,8337606082.0,36021748890.0,546558511037.0,5139671047.0,785880712029.0,12922347499.0,374871542727.0,1840886692703.0,85425743020.0,76104328938.0,546688722664.0,43990202912.0,0.0,216023915295.0,8151919905882.0,-154417317358.0
81,1.3402597402597405,SZC,HOSE,1925000000000.0,511.0,0.0,1982923022.0,689937.0,3484382246.0,5298622283.0,7651021610.0,754831182.0,9105928524.0,53657799909.0,120000000000.0,142222366211.0,8157048978.0,333587615212.0,60250142171.0,258749794581.0,51421439385.0,9916437088.0,64802136412.0,114545627345.0,1982923022.0,0.0,4486370822.0,2071360813125.0,-68274597780.0
81,1.273026315789474,GEX,HOSE,7421308800000.0,112.0,1729318609.0,232062958618.0,1364517.0,42961141889.0,158961477201.0,72241031990.0,122828071360.0,176314635337.0,93474356746.0,1706637263044.0,182274586575.0,44067804996.0,115472838391.0,132566285558.0,625789459822.0,1174085976357.0,86093081279.0,579111623779.0,2045675362347.0,171777683967.0,27506507865.0,169605276555.0,13871205453500.0,-3892717642306.0
81,1.2603603603603604,HPG,HOSE,61295845353000.0,0.0,131847938898.0,823113673484.0,8154248.0,108979890041.0,153206137477.0,127001982002.0,257877328351.0,1791946526457.0,2304760580048.0,1617338585240.0,935673903076.0,368205805026.0,409254906412.0,2635683845405.0,6157827189416.0,6135745202950.0,431847031405.0,3763058371654.0,242631492358.0,481082874292.0,218353026228.0,521900657440.0,57045558211069.0,-13843355975208.0
81,1.2500000000000002,HSG,HOSE,3436575542680.0,0.0,31833148.0,174020486499.0,8135701.0,6720371407.0,104543348180.0,110823138860.0,467638546563.0,1001722648237.0,181105259754.0,76250000000.0,100069640916.0,46297782775.0,105222709541.0,213616090545.0,431715664614.0,822104974137.0,42983632227.0,953098100380.0,459587589814.0,157976183288.0,12689482286.0,145796540347.0,11082191190844.0,-5255344027620.0
81,1.2254901960784317,TDM,HOSE,1952280000000.0,319.0,0.0,7105111698.0,243352.0,2483528918.0,2940994314.0,175399499.0,0.0,27095911679.0,30533211987.0,128525741510.0,9358808750.0,1958248614.0,0.0,32344556055.0,129735891493.0,14012272739.0,4875498460.0,39907133149.0,9897382900.0,7102659312.0,0.0,5175841518.0,695756033319.0,-237728760439.0
81,1.223684210526316,CRE,HOSE,1215998358399.9998,541.0,179115370.0,2219585100.0,336974.0,4896057448.0,46750443819.0,13943428383.0,9212736777.0,14048337428.0,42268922913.0,0.0,11554640613.0,12073909368.0,21559375510.0,53987158534.0,129345475400.0,93280610144.0,153140846258.0,107273866782.0,204118087925.0,2219585100.0,4952054545.0,118831547861.0,743436990462.0,-23107610282.0
81,1.2132075471698112,NVL,HOSE,51385662241000.0,332.0,77462937843.0,386560715933.0,1105083.0,857700413794.0,264139357473.0,63145287579.0,9817764441.0,1144994067425.0,302556730086.0,426977254806.0,975502001675.0,40517625031.0,1138295211990.0,561763443968.0,3874954562514.0,2061410414772.0,164501817355.0,365596252847.0,3537978161974.0,133734673587.0,113389664023.0,2680218243803.0,67573678945993.0,-220649857977.0
81,1.2122093023255816,GIL,HOSE,412800000000.0,1895.0,389036717.0,19115895687.0,167925.0,12390652599.0,23858938532.0,1853403745.0,30665312450.0,60028361270.0,42787622446.0,66707036750.0,32752778051.0,11378402881.0,28404275594.0,54124750334.0,444716029125.0,311408311470.0,14834338483.0,115374244404.0,37660309688.0,3646439675.0,0.0,1079022322.0,991636045058.0,-107719395772.0
81,1.2106537530266344,BWE,HOSE,3097500000000.0,702.0,6861509220.0,24495743054.0,253528.0,1877464317.0,30801994109.0,10589788559.0,81097338606.0,14584801216.0,131650876037.0,126300000000.0,328200994723.0,18857594521.0,25676167041.0,151098242216.0,91974355111.0,316109517151.0,42785486281.0,281150487847.0,104036022456.0,35157631838.0,0.0,37947518526.0,4319286539979.0,-2897057179311.0
81,1.2105263157894737,LHG,HOSE,855205371000.0001,0.0,31800972.0,3201354802.0,267412.0,4421347230.0,14818092585.0,1453064549.0,4468235288.0,6889080505.0,63154615315.0,505847990849.0,12516429558.0,3457147657.0,36653963011.0,80052898755.0,125485003127.0,18175380112.0,2506718840.0,93962320006.0,51128518951.0,3201354802.0,0.0,480483860328.0,1195707343506.0,-52444415259.0
81,1.2096774193548387,CMX,HOSE,327886603200.0,0.0,92779851.0,12100913285.0,172469.0,2135165359.0,8409664537.0,494425499.0,7191784572.0,12443321055.0,15328952471.0,0.0,225553799113.0,1590160389.0,6432818443.0,17007967711.0,15607337949.0,357747938104.0,17409038460.0,42575164746.0,22195540128.0,9272068908.0,187936358.0,1235732694.0,1112779503622.0,-244928296952.0
81,1.2080924855491328,VGC,HOSE,7756455000000.0,0.0,19195037395.0,46891196521.0,235917.0,14669032236.0,117996697653.0,73810949142.0,158017075868.0,346957343234.0,169418799484.0,59783197757.0,285561893597.0,50263019467.0,1839788736532.0,228182937529.0,2212813953059.0,1026525442521.0,205209815542.0,533518966597.0,367106700563.0,44717536479.0,9715560782.0,711534179827.0,13135190097298.0,-5023083816326.0
81,1.2,DHM,HOSE,194656316000.0,0.0,73968104.0,2476841707.0,233376.0,1049910.0,2838194905.0,266479107.0,1930703791.0,3080271125.0,338259845.0,0.0,32081228012.0,84564961.0,9279118118.0,456285412.0,2964946034.0,67833484200.0,4474650510.0,7700975905.0,272533501.0,2511833084.0,0.0,94978000.0,200942529606.0,-13109692317.0
81,1.1885856079404469,IBC,HOSE,1644033160250.0,0.0,1472370659.0,14775200833.0,54262.0,448014833.0,47383965907.0,109620780252.0,106350981471.0,110082120789.0,-170275090678.0,0.0,115062674950.0,0.0,404499230631.0,-169349738109.0,145109485450.0,167424164009.0,74481603302.0,-1287604731.0,51824070947.0,14370434712.0,0.0,119409388295.0,2088199822835.0,-138559652118.0
81,1.171641791044776,VHM,HOSE,220397432506000.0,2080.0,28010000000.0,634134000000.0,1781244.0,8590964000000.0,533280000000.0,2495513000000.0,244860000000.0,21927585000000.0,7645065000000.0,353741000000.0,9339081000000.0,2337395000000.0,41221834000000.0,10127572000000.0,4439856000000.0,7242161000000.0,2835274000000.0,2948882000000.0,40752538000000.0,618346000000.0,0.0,8887438000000.0,130668570000000.0,-45633000000.0
